date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:01:24	449/449	---M--	200	added ('OK')	image/svg+xml	etag:%22637a3950-1c1%22	https://tenup.io/img/check.svg	D:/Website%20Themes/TenUp.io/tenup.io/img/check.svg	(from https://tenup.io/css/main.css)
21:01:26	366795/366795	---M--	200	added ('OK')	image/gif	etag:%22637a3950-598cb%22	https://tenup.io/img/logoGif.gif	D:/Website%20Themes/TenUp.io/tenup.io/img/logoGif.gif	(from https://tenup.io/css/main.css)
21:01:26	63554/63554	---M--	200	added ('OK')	image/png	etag:%22637a3950-f842%22	https://tenup.io/img/logo.png	D:/Website%20Themes/TenUp.io/tenup.io/img/logo.png	(from https://tenup.io/css/main.css)
21:01:27	426/426	---M--	200	added ('OK')	image/svg+xml	etag:%22637a3950-1aa%22	https://tenup.io/img/down-chevron.svg	D:/Website%20Themes/TenUp.io/tenup.io/img/down-chevron.svg	(from https://tenup.io/css/main.css)
21:01:27	506697/506697	---M--	200	added ('OK')	image/png	etag:%22637a3950-7bb49%22	https://tenup.io/img/projectBG.png	D:/Website%20Themes/TenUp.io/tenup.io/img/projectBG.png	(from https://tenup.io/css/main.css)
21:01:27	26179/26179	---M--	200	added ('OK')	image/png	etag:%22637a3950-6643%22	https://tenup.io/img/app_bg-2.png	D:/Website%20Themes/TenUp.io/tenup.io/img/app_bg-2.png	(from https://tenup.io/css/main.css)
21:01:27	721/721	---M--	200	added ('OK')	image/svg+xml	etag:%22637a3950-2d1%22	https://tenup.io/img/arr-right.svg	D:/Website%20Themes/TenUp.io/tenup.io/img/arr-right.svg	(from https://tenup.io/css/main.css)
21:01:27	12588/12588	---M--	200	added ('OK')	image/png	etag:%22637a3950-312c%22	https://tenup.io/img/doc-bg.png	D:/Website%20Themes/TenUp.io/tenup.io/img/doc-bg.png	(from https://tenup.io/css/main.css)
21:01:28	209823/209823	---M--	200	added ('OK')	image/png	etag:%22637a3950-3339f%22	https://tenup.io/Content/images/bg-section1.png	D:/Website%20Themes/TenUp.io/tenup.io/Content/images/bg-section1.png	(from https://tenup.io/css/main.css)
21:01:28	56504/56504	---M--	200	added ('OK')	application/octet-stream	etag:%22637a3950-dcb8%22	https://tenup.io/fonts/campton-cufonfonts/CamptonLight.otf	D:/Website%20Themes/TenUp.io/tenup.io/fonts/campton-cufonfonts/CamptonLight.otf	(from https://tenup.io/css/tenupSmartNew.css)
21:01:28	91986/91986	---M--	200	added ('OK')	image/png	etag:%22637a3950-16752%22	https://tenup.io/Content/images/sec2-bg.png	D:/Website%20Themes/TenUp.io/tenup.io/Content/images/sec2-bg.png	(from https://tenup.io/css/main.css)
21:01:29	4976/4976	---M--	200	added ('OK')	image/png	etag:%22637a3950-1370%22	https://tenup.io/libs/OwlCarousel/dist/assets/owl.video.play.png	D:/Website%20Themes/TenUp.io/tenup.io/libs/OwlCarousel/dist/assets/owl.video.play.png	(from https://tenup.io/libs/OwlCarousel/dist/assets/owl.carousel.css)
21:01:29	4178/4178	---M--	200	added ('OK')	image/gif	etag:W/%221052-ehqkNhQ5Y4K7FeX95XTZzc0haY8%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/ajax-loader.gif	D:/Website%20Themes/TenUp.io/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/ajax-loader.gif	(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.min.css)
